Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping days,latitude,longitude
Standard Class,Corporate,Chicago,Illinois,60610.0,Central,Technology,Phones,180.96,5.0,0.2,13.572,5.0,41.91,-87.63
First Class,Consumer,Pocatello,Idaho,83201.0,West,Furniture,Furnishings,35.0,4.0,0.0,14.7,2.0,42.9,-112.39
First Class,Consumer,Pocatello,Idaho,83201.0,West,Office Supplies,Binders,477.15,5.0,0.0,28.629,2.0,42.9,-112.39
First Class,Consumer,Pocatello,Idaho,83201.0,West,Technology,Phones,167.97,3.0,0.2,22.6782,4.0,42.9,-112.39
Standard Class,Consumer,Plano,Texas,75023.0,Central,Furniture,Furnishings,974.988,4.0,0.3,-97.4988,5.0,33.06,-96.73
First Class,Consumer,New York City,New York,10024.0,East,Furniture,Furnishings,589.41,5.0,0.1,-6.549,4.0,40.79,-73.97
Standard Class,Corporate,New York City,New York,10024.0,East,Office Supplies,Binders,99.87,3.0,0.0,23.9688,7.0,40.79,-73.97
Standard Class,Corporate,New York City,New York,10024.0,East,Office Supplies,Binders,37.94,3.770643976020112,0.0,6.8824000000000005,7.0,40.79,-73.97
Standard Class,Corporate,New York City,New York,10024.0,East,Furniture,Furnishings,82.26,3.0,0.0,33.7266,7.0,40.79,-73.97
Second Class,Home Office,Houston,Texas,77095.0,Central,Furniture,Furnishings,182.745,5.0,0.2,-77.625,4.0,29.91,-95.65
Standard Class,Home Office,Houston,Texas,77095.0,Central,Office Supplies,Binders,2.464,1.0,0.0,0.8624,2.0,29.91,-95.65
Second Class,Home Office,Houston,Texas,77095.0,Central,Office Supplies,Binders,8.72,1.0,0.2,0.654,2.0,29.91,-95.65
Standard Class,Consumer,Meriden,Connecticut,6450.0,East,Office Supplies,Binders,45.68,2.0,0.0,21.0128,4.0,41.53,-72.79
Standard Class,Consumer,Meriden,Connecticut,6450.0,East,Office Supplies,Binders,6.7,1.0,0.0,2.211,4.0,41.53,-72.79
Second Class,Consumer,Glenview,Illinois,60025.0,Central,Technology,Phones,158.376,3.0,0.2,13.8579,4.0,42.07,-87.81
Standard Class,Consumer,Houston,Texas,77036.0,Central,Office Supplies,Binders,3.44,2.0,0.2,0.559,4.0,29.7,-95.53
First Class,Consumer,San Francisco,California,94110.0,West,Office Supplies,Binders,56.56,2.0,0.0,15.2712,3.0,37.74,-122.41
First Class,Consumer,San Francisco,California,94110.0,West,Furniture,Furnishings,36.96,7.0,0.0,11.4576,3.0,37.74,-122.41
Standard Class,Corporate,New York City,New York,10009.0,East,Technology,Phones,135.99,1.0,0.0,36.7173,6.0,40.73,-73.98
Standard Class,Corporate,New York City,New York,10009.0,East,Office Supplies,Binders,26.968,7.0,0.0,7.0224,6.0,40.73,-73.98
First Class,Corporate,Baltimore,Maryland,21215.0,East,Office Supplies,Binders,3.76,2.0,0.0,1.0904,3.0,39.35,-76.68
First Class,Corporate,Baltimore,Maryland,21215.0,East,Office Supplies,Binders,14.7,5.0,0.0,6.615,3.0,39.35,-76.68
First Class,Corporate,Baltimore,Maryland,21215.0,East,Technology,Phones,89.97,3.0,0.0,18.8937,3.0,39.35,-76.68
First Class,Corporate,Baltimore,Maryland,21298.0,East,Furniture,Furnishings,261.96,3.831979695431472,0.0,23.5764,3.0,39.3,-76.61
First Class,Corporate,Baltimore,Maryland,21215.0,East,Office Supplies,Binders,74.0,5.0,0.0,37.0,3.0,39.35,-76.68
Standard Class,Home Office,Louisville,Kentucky,40214.0,South,Furniture,Furnishings,13.28,2.0,0.0,6.3744,6.0,38.15,-85.78
Standard Class,Consumer,Lebanon,Tennessee,37087.0,South,Office Supplies,Binders,84.96,6.0,0.2,6.372,4.0,36.2,-86.32
Second Class,Consumer,Los Angeles,California,90008.0,West,Technology,Phones,68.46,7.0,0.0,25.1916,3.0,34.01,-118.35
Standard Class,Home Office,Providence,Rhode Island,2908.0,East,Office Supplies,Binders,2079.4,5.0,0.0,582.232,4.0,41.84,-71.44
Standard Class,Home Office,Providence,Rhode Island,2908.0,East,Technology,Phones,629.95,5.0,0.0,25.1916,6.0,41.84,-71.44
Standard Class,Home Office,Providence,Rhode Island,2908.0,East,Furniture,Furnishings,72.42,6.0,0.0,23.8986,6.0,41.84,-71.44
Standard Class,Home Office,Detroit,Michigan,48234.0,Central,Technology,Phones,131.98,2.0,0.0,35.6346,4.0,42.43,-83.04
Standard Class,Home Office,Detroit,Michigan,48288.0,Central,Technology,Phones,114.52,3.7777777777777777,0.0,11.452,4.0,42.38,-83.1
Second Class,Consumer,Columbia,Tennessee,38401.0,South,Office Supplies,Binders,26.968,3.0,0.2,87.18,2.0,35.62,-87.04
First Class,Corporate,Philadelphia,Pennsylvania,19140.0,East,Furniture,Furnishings,61.96,4.0,0.5,-53.2856,1.0,40.01,-75.15
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Office Supplies,Binders,4.554,3.770643976020112,0.7,-3.4914,7.0,26.03,-80.24
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Office Supplies,Binders,26.968,2.0,0.2,0.585,7.0,26.03,-80.24
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Technology,Phones,205.992,3.7777777777777777,0.2,25.1916,4.0,26.03,-80.24
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Technology,Phones,503.96,5.0,0.2,50.396,7.0,26.03,-80.24
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Office Supplies,Binders,24.472,7.0,0.2,6.8824000000000005,7.0,26.03,-80.24
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Furniture,Furnishings,241.568,2.0,0.2,0.0,7.0,26.03,-80.24
Standard Class,Consumer,Pembroke Pines,Florida,33024.0,South,Technology,Phones,110.4,2.0,0.2,-4.14,4.0,26.03,-80.24
Standard Class,Corporate,New York City,New York,10011.0,East,Furniture,Furnishings,384.768,2.0,0.4,-115.4304,6.0,40.74,-74.0
Standard Class,Corporate,New York City,New York,10011.0,East,Technology,Phones,78.66,6.0,0.0,36.1836,4.0,40.74,-74.0
Standard Class,Corporate,New York City,New York,10011.0,East,Office Supplies,Binders,45.36,4.0,0.0,22.2264,6.0,40.74,-74.0
Standard Class,Consumer,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,962.08,4.0,0.0,156.338,5.0,34.76,-77.4
Standard Class,Consumer,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,12.843,3.0,0.7,-9.8463,5.0,34.76,-77.4
Standard Class,Consumer,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,26.968,14.0,0.2,6.8824000000000005,5.0,34.76,-77.4
Standard Class,Consumer,New York City,New York,10011.0,East,Office Supplies,Binders,32.4,3.770643976020112,0.0,6.8824000000000005,5.0,40.74,-74.0
Standard Class,Corporate,Philadelphia,Pennsylvania,19120.0,East,Furniture,Furnishings,103.936,4.0,0.2,16.8896,4.0,40.03,-75.12
Standard Class,Corporate,Orlando,Florida,32839.0,South,Furniture,Furnishings,182.745,2.0,0.2,10.8588,5.0,28.49,-81.41
Standard Class,Corporate,Orlando,Florida,32839.0,South,Office Supplies,Binders,39.72,5.0,0.2,4.4685,5.0,28.49,-81.41
Standard Class,Corporate,Orlando,Florida,32839.0,South,Technology,Phones,244.768,4.0,0.2,24.4768,5.0,28.49,-81.41
Second Class,Consumer,Houston,Texas,77095.0,Central,Technology,Phones,24.0,2.0,0.2,-2.7,4.0,29.91,-95.65
Second Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,15.552,3.0,0.2,5.4432,4.0,29.91,-95.65
Second Class,Consumer,Houston,Texas,77095.0,Central,Technology,Phones,26.176,2.0,0.2,-3.272,4.0,29.91,-95.65
Standard Class,Home Office,Louisville,Kentucky,40214.0,South,Furniture,Furnishings,182.745,3.0,0.0,6.0726,4.0,38.15,-85.78
Standard Class,Home Office,Louisville,Kentucky,40214.0,South,Office Supplies,Binders,135.09,9.0,0.0,62.1414,4.0,38.15,-85.78
Standard Class,Home Office,Louisville,Kentucky,40214.0,South,Technology,Phones,279.86,14.0,0.0,64.3678,4.0,38.15,-85.78
Standard Class,Home Office,Louisville,Kentucky,40214.0,South,Office Supplies,Binders,90.06,6.0,0.0,41.4276,4.0,38.15,-85.78
Standard Class,Consumer,Medina,Ohio,44256.0,East,Technology,Phones,539.964,6.0,0.4,-107.9928,4.0,41.13,-81.86
Standard Class,Consumer,Medina,Ohio,44256.0,East,Technology,Phones,50.232,7.0,0.4,25.1916,4.0,41.13,-81.86
Standard Class,Consumer,Medina,Ohio,44256.0,East,Office Supplies,Binders,19.242,3.0,0.7,-13.4694,4.0,41.13,-81.86
Second Class,Corporate,New York,New York,10011.0,East,Office Supplies,Binders,1247.64,3.0,0.0,349.3392,4.0,40.74,-74.0
Standard Class,Corporate,Chicago,Illinois,60653.0,Central,Office Supplies,Binders,5.304,3.0,0.2,0.4641,4.0,41.82,-87.61
Second Class,Corporate,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Binders,19.136,3.770643976020112,0.2,5.98,4.0,39.94,-75.23
Second Class,Corporate,Philadelphia,Pennsylvania,19143.0,East,Furniture,Furnishings,332.832,4.0,0.2,-24.9624,2.0,39.94,-75.23
Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,26.968,5.0,0.0,137.151,6.0,40.73,-73.98
Standard Class,Corporate,New York City,New York,10009.0,East,Office Supplies,Binders,50.352,3.0,0.0,17.6232,6.0,40.73,-73.98
Standard Class,Home Office,San Francisco,California,94109.0,West,Office Supplies,Binders,11.52,3.770643976020112,0.0,5.6448,4.0,37.79,-122.42
Standard Class,Home Office,San Francisco,California,94109.0,West,Office Supplies,Binders,286.93,7.0,0.0,140.5957,4.0,37.79,-122.42
Standard Class,Home Office,San Francisco,California,94109.0,West,Technology,Phones,206.384,3.7777777777777777,0.2,23.2182,4.0,37.79,-122.42
Standard Class,Consumer,San Francisco,California,94199.0,West,Furniture,Furnishings,218.352,3.0,0.2,0.0,4.0,37.77,-122.41
Standard Class,Consumer,San Francisco,California,94122.0,West,Furniture,Furnishings,529.9,3.831979695431472,0.2,105.98,4.0,37.76,-122.48
Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Binders,99.3,10.0,0.0,41.706,4.0,37.76,-122.48
Standard Class,Consumer,San Francisco,California,94199.0,West,Technology,Appliances,108.96,2.0,0.0,25.1916,4.0,37.77,-122.41
Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Binders,2.688,1.0,0.2,0.84,4.0,37.76,-122.48
Second Class,Consumer,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,26.968,4.0,0.0,2504.2216,2.0,42.19,-84.3
Second Class,Consumer,Jackson,Michigan,49201.0,Central,Furniture,Furnishings,302.67,3.0,0.0,72.6408,2.0,42.19,-84.3
Second Class,Consumer,Jackson,Michigan,49201.0,Central,Office Supplies,Binders,56.07,7.0,0.0,25.2315,2.0,42.19,-84.3
Standard Class,Home Office,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,59.994,1.0,0.4,-12.9987,6.0,40.03,-75.12
Standard Class,Home Office,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,5.715,5.0,0.7,-4.7625,6.0,40.03,-75.12
Standard Class,Home Office,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Binders,9.42,5.0,0.7,-7.85,6.0,40.03,-75.12
Second Class,Corporate,Warwick,Rhode Island,2886.0,East,Technology,Phones,167.97,4.0,0.0,899.982,5.0,41.7,-71.46
Standard Class,Home Office,New York City,New York,10024.0,East,Office Supplies,Binders,26.968,4.0,0.0,56.264,4.0,40.79,-73.97
Standard Class,Home Office,El Paso,Texas,79907.0,Central,Office Supplies,Binders,6.936,3.0,0.2,2.3409,4.0,31.71,-106.33
Standard Class,Home Office,El Paso,Texas,79907.0,Central,Office Supplies,Binders,4.428,3.0,0.0,-6.8634,4.0,31.71,-106.33
Standard Class,Consumer,Rochester,Minnesota,55901.0,Central,Office Supplies,Binders,8.8,5.0,0.0,2.552,4.0,44.07,-92.51
Standard Class,Consumer,Rochester,Minnesota,55901.0,Central,Technology,Phones,142.8,1.0,0.0,29.988,4.0,44.07,-92.51
Standard Class,Consumer,Rochester,Minnesota,55901.0,Central,Technology,Phones,399.95,5.0,0.0,143.982,4.0,44.07,-92.51
Standard Class,Consumer,Buffalo,New York,14215.0,East,Office Supplies,Binders,2152.776,3.0,0.2,726.5619,5.0,42.94,-78.81
Standard Class,Consumer,Buffalo,New York,14280.0,East,Furniture,Furnishings,4007.84,10.0,0.2,-50.098,5.0,42.88,-78.85
First Class,Corporate,Knoxville,Tennessee,37918.0,South,Furniture,Furnishings,328.59,3.0,0.4,-147.8655,4.0,36.06,-83.92
First Class,Corporate,Knoxville,Tennessee,37918.0,South,Office Supplies,Binders,26.968,3.0,0.2,-24.588,3.0,36.06,-83.92
Standard Class,Corporate,Newark,Delaware,19711.0,East,Technology,Phones,158.99,1.0,0.0,41.3374,5.0,39.71,-75.74
Standard Class,Consumer,Newark,Delaware,19711.0,East,Furniture,Furnishings,291.1,5.0,0.0,7.803599999999999,4.0,39.71,-75.74
First Class,Consumer,Seattle,Washington,98103.0,West,Office Supplies,Binders,73.68,3.770643976020112,0.0,34.6296,3.0,47.67,-122.34
First Class,Consumer,Seattle,Washington,98103.0,West,Furniture,Furnishings,139.92,3.831979695431472,0.0,23.7864,4.0,47.67,-122.34
Standard Class,Consumer,Seattle,Washington,98103.0,West,Technology,Phones,167.97,3.0,0.2,10.788,3.0,47.67,-122.34
First Class,Consumer,Seattle,Washington,98103.0,West,Office Supplies,Binders,33.29,1.0,0.0,7.9896,3.0,47.67,-122.34
Standard Class,Consumer,Cleveland,Ohio,44105.0,East,Office Supplies,Binders,58.17,5.0,0.7,-46.536,4.0,41.45,-81.63
Standard Class,Consumer,Cleveland,Ohio,44105.0,East,Office Supplies,Binders,26.968,2.0,0.2,1.764,4.0,41.45,-81.63
Standard Class,Consumer,Cleveland,Ohio,44105.0,East,Office Supplies,Binders,24.784,1.0,0.2,7.745,4.0,41.45,-81.63
Standard Class,Home Office,Elmhurst,Illinois,60126.0,Central,Furniture,Furnishings,634.116,6.0,0.3,-172.1172,4.0,41.89,-87.94
Standard Class,Home Office,Elmhurst,Illinois,60126.0,Central,Office Supplies,Paper,17.472,3.0,0.2,5.6784,4.0,41.89,-87.94
First Class,Home Office,Lakeville,Minnesota,55044.0,Central,Furniture,Furnishings,155.88,6.0,0.0,38.97,4.0,44.67,-93.24
Second Class,Consumer,New York City,New York,10035.0,East,Furniture,Furnishings,327.564,4.0,0.1,21.8376,2.0,40.8,-73.93
Second Class,Home Office,Los Angeles,California,90036.0,West,Office Supplies,Paper,26.968,2.0,0.0,6.4128,4.0,34.06,-118.35
Second Class,Consumer,Los Angeles,California,90036.0,West,Office Supplies,Binders,158.9,5.0,0.0,7.945,5.0,34.06,-118.35
Standard Class,Home Office,Chicago,Illinois,60653.0,Central,Technology,Phones,319.968,4.0,0.2,25.1916,2.0,41.82,-87.61
Second Class,Home Office,Chicago,Illinois,60653.0,Central,Furniture,Storage,505.32,3.831979695431472,0.2,31.5825,4.0,41.82,-87.61
Second Class,Home Office,Chicago,Illinois,60653.0,Central,Office Supplies,Binders,3.808,1.0,0.2,1.2376,2.0,41.82,-87.61
Second Class,Home Office,Chicago,Illinois,60653.0,Central,Office Supplies,Binders,8.682,1.0,0.8,-14.7594,2.0,41.82,-87.61
Second Class,Home Office,Chicago,Illinois,60701.0,Central,Office Supplies,Binders,24.424,1.0,0.2,7.9378,2.0,41.83,-87.68
Standard Class,Consumer,Buffalo,New York,14215.0,East,Furniture,Furnishings,1522.638,9.0,0.1,169.182,5.0,42.94,-78.81
Standard Class,Corporate,Roseville,California,95661.0,West,Office Supplies,Binders,419.9,3.770643976020112,0.0,6.8824000000000005,5.0,38.74,-121.25
Standard Class,Corporate,Roseville,California,95661.0,West,Office Supplies,Binders,3.15,1.0,0.0,1.512,5.0,38.74,-121.25
First Class,Corporate,Arlington,Texas,76017.0,Central,Office Supplies,Binders,33.62,5.0,0.8,6.8824000000000005,2.0,32.66,-97.16
Standard Class,Consumer,Lawrence,Massachusetts,1841.0,East,Office Supplies,Binders,16.14,3.0,0.0,7.9086,5.0,42.72,-71.15
Standard Class,Consumer,Lawrence,Massachusetts,1843.0,East,Furniture,Furnishings,182.745,2.0,0.3,7.803599999999999,5.0,42.7,-71.16
Standard Class,Consumer,Lawrence,Massachusetts,1841.0,East,Office Supplies,Binders,8.64,3.0,0.0,2.5056,5.0,42.72,-71.15
Standard Class,Consumer,Lawrence,Massachusetts,1841.0,East,Furniture,Furnishings,872.32,4.0,0.0,244.2496,5.0,42.72,-71.15
Second Class,Consumer,Waco,Texas,76706.0,Central,Office Supplies,Binders,243.992,4.0,0.8,-426.986,3.0,31.48,-97.08
Second Class,Consumer,Waco,Texas,76706.0,Central,Office Supplies,Binders,7.12,5.0,0.2,0.712,3.0,31.48,-97.08
Standard Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,2.688,2.0,0.2,1.008,4.0,29.91,-95.65
Standard Class,Consumer,Houston,Texas,77095.0,Central,Furniture,Furnishings,317.058,3.0,0.3,-18.1176,4.0,29.91,-95.65
Standard Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,149.352,3.0,0.2,50.4063,4.0,29.91,-95.65
Standard Class,Consumer,Houston,Texas,77095.0,Central,Technology,Phones,227.976,3.0,0.2,28.497,4.0,29.91,-95.65
Standard Class,Consumer,Seattle,Washington,98199.0,West,Office Supplies,Binders,11.96,2.0,0.0,6.8824000000000005,6.0,47.65,-122.4
Standard Class,Consumer,Plainfield,New Jersey,7060.0,East,Furniture,Storage,563.4,4.0,0.0,67.608,4.0,40.62,-74.42
Standard Class,Corporate,Plainfield,New Jersey,7060.0,East,Technology,Phones,167.97,8.0,0.2,118.3704,5.0,40.62,-74.42
Standard Class,Consumer,Los Angeles,California,90189.0,West,Technology,Phones,1049.44,8.0,0.0,440.7648,5.0,34.06,-118.25
Standard Class,Consumer,Los Angeles,California,90008.0,West,Furniture,Furnishings,170.352,3.0,0.2,-17.0352,5.0,34.01,-118.35
Standard Class,Consumer,Arlington,Virginia,22246.0,South,Technology,Phones,173.94,3.7777777777777777,0.2,50.4426,5.0,38.87,-77.1
Standard Class,Consumer,Seattle,Washington,98103.0,West,Technology,Phones,1007.944,7.0,0.2,75.5958,5.0,47.67,-122.34
Same Day,Consumer,Seattle,Washington,98105.0,West,Office Supplies,Binders,6.68,1.0,0.0,3.2064,4.0,47.66,-122.29
Same Day,Consumer,Seattle,Washington,98105.0,West,Office Supplies,Binders,8.34,3.0,0.0,2.2518,0.0,47.66,-122.29
Same Day,Consumer,Seattle,Washington,98105.0,West,Furniture,Furnishings,101.94,3.0,0.0,30.582,4.0,47.66,-122.29
Standard Class,Consumer,Salem,Virginia,24153.0,South,Office Supplies,Binders,101.94,6.0,0.0,29.5626,6.0,37.28,-80.05
Standard Class,Consumer,Salem,Virginia,24153.0,South,Technology,Phones,271.96,3.7777777777777777,0.0,67.99,6.0,37.28,-80.05
Standard Class,Consumer,Salem,Virginia,24153.0,South,Furniture,Furnishings,8.8,5.0,0.0,7.803599999999999,4.0,37.28,-80.05
Standard Class,Consumer,Salem,Virginia,24153.0,South,Office Supplies,Binders,19.68,6.0,0.0,5.7072,6.0,37.28,-80.05
Standard Class,Consumer,Salem,Virginia,24153.0,South,Furniture,Furnishings,302.94,3.0,0.0,69.6762,6.0,37.28,-80.05
Standard Class,Consumer,Salem,Virginia,24153.0,South,Office Supplies,Binders,14.94,3.0,0.0,7.1712,6.0,37.28,-80.05
Standard Class,Consumer,Salem,Virginia,24153.0,South,Office Supplies,Binders,26.968,2.0,0.0,11.586,6.0,37.28,-80.05
First Class,Consumer,Delray Beach,Florida,33484.0,South,Office Supplies,Binders,9.912,3.0,0.2,3.2214,3.0,26.45,-80.13
Standard Class,Corporate,San Francisco,California,94199.0,West,Office Supplies,Binders,26.968,3.0,0.0,9.702,6.0,37.77,-122.41
Standard Class,Corporate,San Francisco,California,94110.0,West,Technology,Phones,19.8,5.0,0.2,25.1916,6.0,37.74,-122.41
Second Class,Consumer,New York City,New York,10024.0,East,Office Supplies,Binders,33.568,2.0,0.2,11.7488,4.0,40.79,-73.97
Standard Class,Corporate,Indianapolis,Indiana,46298.0,Central,Office Supplies,Binders,125.93,3.770643976020112,0.0,6.8824000000000005,7.0,39.77,-86.14
First Class,Corporate,Columbus,Ohio,43229.0,East,Office Supplies,Binders,11.76,5.0,0.7,-7.84,3.0,40.09,-82.98
First Class,Corporate,Columbus,Ohio,43299.0,East,Office Supplies,Binders,5.344,1.0,0.2,1.8704,3.0,40.03,-82.86
Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,1.365,1.0,0.7,-0.91,4.0,30.28,-81.58
Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,62.016,2.0,0.2,22.4808,6.0,30.28,-81.58
Standard Class,Corporate,Clinton,Maryland,20735.0,East,Furniture,Furnishings,60.72,3.0,0.0,23.6808,4.0,38.76,-76.89
Standard Class,Corporate,Clinton,Maryland,20735.0,East,Office Supplies,Binders,146.82,3.0,0.0,73.41,5.0,38.76,-76.89
Standard Class,Corporate,Clinton,Maryland,20735.0,East,Furniture,Furnishings,239.84,8.0,0.0,64.7568,4.0,38.76,-76.89
Standard Class,Corporate,Clinton,Maryland,20735.0,East,Office Supplies,Binders,15.66,6.0,0.0,7.2036,5.0,38.76,-76.89
First Class,Consumer,Commerce City,Colorado,80022.0,West,Office Supplies,Binders,146.352,3.0,0.2,-32.9292,3.0,39.88,-104.8
Standard Class,Consumer,Santa Ana,California,92704.0,West,Office Supplies,Binders,5.94,3.0,0.0,0.0,4.0,33.71,-117.9
Standard Class,Consumer,Santa Ana,California,92704.0,West,Office Supplies,Binders,45.36,7.0,0.0,21.7728,5.0,33.71,-117.9
Standard Class,Consumer,Santa Ana,California,92704.0,West,Technology,Phones,167.97,4.0,0.2,23.7564,5.0,33.71,-117.9
Standard Class,Consumer,Santa Ana,California,92704.0,West,Furniture,Furnishings,484.704,6.0,0.2,-84.8232,5.0,33.71,-117.9
Standard Class,Consumer,Santa Ana,California,92799.0,West,Technology,Phones,371.976,3.0,0.2,116.2425,5.0,33.71,-117.9
Same Day,Corporate,Clinton,Maryland,20735.0,East,Office Supplies,Binders,89.82,6.0,0.0,25.1496,0.0,38.76,-76.89
First Class,Corporate,Los Angeles,California,90049.0,West,Office Supplies,Binders,19.296,3.0,0.2,6.8824000000000005,2.0,34.08,-118.49
Standard Class,Consumer,Louisville,Kentucky,40214.0,South,Furniture,Furnishings,191.96,2.0,0.0,51.8292,7.0,38.15,-85.78
Standard Class,Consumer,Louisville,Kentucky,40214.0,South,Office Supplies,Binders,21.3,3.0,0.0,9.798,7.0,38.15,-85.78
Standard Class,Consumer,Louisville,Kentucky,40214.0,South,Technology,Phones,469.95,5.0,0.0,131.586,4.0,38.15,-85.78
